Metric,Value
timing__hold__wns__corner:min_tt_025C_1v80,0
timing__setup__wns__corner:min_tt_025C_1v80,0.0
timing__hold_vio__count__corner:min_tt_025C_1v80,0
timing__hold_r2r__ws__corner:min_tt_025C_1v80,0.159829
timing__hold_r2r_vio__count__corner:min_tt_025C_1v80,0
timing__setup_vio__count__corner:min_tt_025C_1v80,0
timing__setup_r2r__ws__corner:min_tt_025C_1v80,89.682449
timing__setup_r2r_vio__count__corner:min_tt_025C_1v80,0
timing__unannotated_net__count__corner:min_tt_025C_1v80,627
timing__unannotated_net_filtered__count__corner:min_tt_025C_1v80,0
design__max_slew_violation__count__corner:min_ss_100C_1v60,1636
design__max_fanout_violation__count__corner:min_ss_100C_1v60,2776
design__max_cap_violation__count__corner:min_ss_100C_1v60,55
clock__skew__worst_hold__corner:min_ss_100C_1v60,-0.6756329020819902
clock__skew__worst_setup__corner:min_ss_100C_1v60,0.6810094902977052
timing__hold__ws__corner:min_ss_100C_1v60,0.6005587308551749
timing__setup__ws__corner:min_ss_100C_1v60,54.13083112741264
timing__hold__tns__corner:min_ss_100C_1v60,0.0
timing__setup__tns__corner:min_ss_100C_1v60,0.0
timing__hold__wns__corner:min_ss_100C_1v60,0
timing__setup__wns__corner:min_ss_100C_1v60,0.0
timing__hold_vio__count__corner:min_ss_100C_1v60,0
timing__hold_r2r__ws__corner:min_ss_100C_1v60,0.600559
timing__hold_r2r_vio__count__corner:min_ss_100C_1v60,0
timing__setup_vio__count__corner:min_ss_100C_1v60,0
timing__setup_r2r__ws__corner:min_ss_100C_1v60,80.391945
timing__setup_r2r_vio__count__corner:min_ss_100C_1v60,0
timing__unannotated_net__count__corner:min_ss_100C_1v60,627
timing__unannotated_net_filtered__count__corner:min_ss_100C_1v60,0
design__max_slew_violation__count__corner:min_ff_n40C_1v95,10
design__max_fanout_violation__count__corner:min_ff_n40C_1v95,2776
design__max_cap_violation__count__corner:min_ff_n40C_1v95,46
clock__skew__worst_hold__corner:min_ff_n40C_1v95,-0.42882495990151875
clock__skew__worst_setup__corner:min_ff_n40C_1v95,0.42882495990151875
timing__hold__ws__corner:min_ff_n40C_1v95,0.014010459855500028
timing__setup__ws__corner:min_ff_n40C_1v95,58.24727531833148
timing__hold__tns__corner:min_ff_n40C_1v95,0.0
timing__setup__tns__corner:min_ff_n40C_1v95,0.0
timing__hold__wns__corner:min_ff_n40C_1v95,0
timing__setup__wns__corner:min_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:min_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:min_ff_n40C_1v95,0.014010
timing__hold_r2r_vio__count__corner:min_ff_n40C_1v95,0
timing__setup_vio__count__corner:min_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:min_ff_n40C_1v95,93.584656
timing__setup_r2r_vio__count__corner:min_ff_n40C_1v95,0
timing__unannotated_net__count__corner:min_ff_n40C_1v95,627
timing__unannotated_net_filtered__count__corner:min_ff_n40C_1v95,0
design__max_slew_violation__count__corner:max_tt_025C_1v80,337
design__max_fanout_violation__count__corner:max_tt_025C_1v80,2776
design__max_cap_violation__count__corner:max_tt_025C_1v80,139
clock__skew__worst_hold__corner:max_tt_025C_1v80,-0.5505296374599917
clock__skew__worst_setup__corner:max_tt_025C_1v80,0.5505296374599917
timing__hold__ws__corner:max_tt_025C_1v80,0.14414359003281707
timing__setup__ws__corner:max_tt_025C_1v80,57.17161306195189
timing__hold__tns__corner:max_tt_025C_1v80,0.0
timing__setup__tns__corner:max_tt_025C_1v80,0.0
timing__hold__wns__corner:max_tt_025C_1v80,0
timing__setup__wns__corner:max_tt_025C_1v80,0.0
timing__hold_vio__count__corner:max_tt_025C_1v80,0
timing__hold_r2r__ws__corner:max_tt_025C_1v80,0.144144
timing__hold_r2r_vio__count__corner:max_tt_025C_1v80,0
timing__setup_vio__count__corner:max_tt_025C_1v80,0
timing__setup_r2r__ws__corner:max_tt_025C_1v80,89.017784
timing__setup_r2r_vio__count__corner:max_tt_025C_1v80,0
timing__unannotated_net__count__corner:max_tt_025C_1v80,627
timing__unannotated_net_filtered__count__corner:max_tt_025C_1v80,0
design__max_slew_violation__count__corner:max_ss_100C_1v60,2411
design__max_fanout_violation__count__corner:max_ss_100C_1v60,2776
design__max_cap_violation__count__corner:max_ss_100C_1v60,155
clock__skew__worst_hold__corner:max_ss_100C_1v60,-0.7509739709314738
clock__skew__worst_setup__corner:max_ss_100C_1v60,0.7509739709314738
timing__hold__ws__corner:max_ss_100C_1v60,0.5647464877816067
timing__setup__ws__corner:max_ss_100C_1v60,54.01705191591748
timing__hold__tns__corner:max_ss_100C_1v60,0.0
timing__setup__tns__corner:max_ss_100C_1v60,0.0
timing__hold__wns__corner:max_ss_100C_1v60,0
timing__setup__wns__corner:max_ss_100C_1v60,0.0
timing__hold_vio__count__corner:max_ss_100C_1v60,0
timing__hold_r2r__ws__corner:max_ss_100C_1v60,0.564746
timing__hold_r2r_vio__count__corner:max_ss_100C_1v60,0
timing__setup_vio__count__corner:max_ss_100C_1v60,0
timing__setup_r2r__ws__corner:max_ss_100C_1v60,76.892448
timing__setup_r2r_vio__count__corner:max_ss_100C_1v60,0
timing__unannotated_net__count__corner:max_ss_100C_1v60,627
timing__unannotated_net_filtered__count__corner:max_ss_100C_1v60,0
design__max_slew_violation__count__corner:max_ff_n40C_1v95,40
design__max_fanout_violation__count__corner:max_ff_n40C_1v95,2776
design__max_cap_violation__count__corner:max_ff_n40C_1v95,136
clock__skew__worst_hold__corner:max_ff_n40C_1v95,-0.4664138096649136
clock__skew__worst_setup__corner:max_ff_n40C_1v95,0.4664138096649136
timing__hold__ws__corner:max_ff_n40C_1v95,0.003029132586056997
timing__setup__ws__corner:max_ff_n40C_1v95,58.20714741619454
timing__hold__tns__corner:max_ff_n40C_1v95,0.0
timing__setup__tns__corner:max_ff_n40C_1v95,0.0
timing__hold__wns__corner:max_ff_n40C_1v95,0
timing__setup__wns__corner:max_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:max_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:max_ff_n40C_1v95,0.003029
timing__hold_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:max_ff_n40C_1v95,93.096138
timing__setup_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count__corner:max_ff_n40C_1v95,627
timing__unannotated_net_filtered__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count,627
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:vccd1__corner:nom_tt_025C_1v80,1.79991
design_powergrid__drop__average__net:vccd1__corner:nom_tt_025C_1v80,1.79999
design_powergrid__drop__worst__net:vccd1__corner:nom_tt_025C_1v80,0.000092178
design_powergrid__voltage__worst__net:vssd1__corner:nom_tt_025C_1v80,0.000107492
design_powergrid__drop__average__net:vssd1__corner:nom_tt_025C_1v80,0.0000134374
design_powergrid__drop__worst__net:vssd1__corner:nom_tt_025C_1v80,0.000107492
ir__voltage__worst,1.8000000000000000444089209850062616169452667236328125
ir__drop__avg,0.00001349999999999999949497862805625203463932848535478115081787109375
ir__drop__worst,0.000092200000000000004933380093330441695798072032630443572998046875
design__xor_difference__count,0
magic__drc_error__count,0
klayout__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
